candidato,tweet
bolsonaro,"- Logo mais, às 19h, faremos um importante anúncio em nossas redes sociais. Peço que compartilhem este convite com todos os seus contatos para que o nosso anúncio chegue a todos os brasileiros. Voltamos em breve!"
bolsonaro,"- Belo Horizonte/MG.
- Presidente Jair Bolsonaro.
- Obrigado Minas Gerais.
- Sábado, 29/outubro.
- Os vovôs, as vovós e os nossos jovens serão decisivos amanhã, assim como as tias do zap. https://t.co/3b8F59v0Wv"
bolsonaro,- É preciso reconhecer que eles estão se esforçando. Ainda dá tempo de explicarem também como Lula é contra o aborto sendo a favor... https://t.co/lU5HQJyCSX
bolsonaro,"- Com a lei da Liberdade econômica, as desburocratizações, as reduções impostos, um programa de transferência de renda maior e mais amplo que premia o cidadão que busca um emprego, etc, consolidamos uma nova era de independência do nosso povo e isso é motivo de orgulho para nós!"
bolsonaro,"-O problema de Lula é que ele parou no tempo. Está preso na época em que o brasileiro mal recebia o peixe e era escravizado. Hoje o povo não só recebe um peixe muito maior como também é ensinado e incentivado a pescar. O empreendedor passou a ser valorizado, não mais demonizado!"
bolsonaro,"- Diferente de Lula, temos orgulho dos quase 14 milhões de microempreendedores individuais (MEIs) espalhados pelo Brasil. Não são menos trabalhadores porque resolveram abrir seu próprio negócio. Pelo contrário, além de ralarem muito, também geram centenas de milhares de empregos!"
bolsonaro,- Algumas verdades direto dos estúdios de nossa maravilhosa Rede Globo! Boa noite a todos! 🇧🇷 https://t.co/wgpIfUvQKX
bolsonaro,- OBRIGADO* 👍. https://t.co/T4s83LKcIf
bolsonaro,"- Muito brigado a você que nos acompanhou até essa hora! Pudemos restabelecer a verdade dos fatos sobre o que de bom fez o nosso Governo e acabar com o terrorismo eleitoral do PT. Ficou claro quem é o pai da mentira, segundo o próprio: https://t.co/hkNHAIc9WQ"
bolsonaro,"- Hoje tem. Daqui a pouco, às 21H30, na querida Rede Globo. Até lá! 🇧🇷 https://t.co/HtzAQASOEK"
bolsonaro,https://t.co/EosRQXe3Im
bolsonaro,"- Brasil, campeão mundial de geração de energia.
- Reindustrialização do Nordeste e mais empregos para a região. https://t.co/WvEIHOkuXO"
bolsonaro,"- Governo Jair Bolsonaro: Desemprego recua para 8,7% e atinge menor taxa em quase uma década. Isso com uma pandemia e uma guerra que afeta toda a economia mundial.

- Privatizações, concessões, desburocratizações e confiança no Governo Federal.

- Ainda há muito o que fazer!"
bolsonaro,- O PT e o risco de você perder sua aposentadoria: https://t.co/w1PRYejEeq
bolsonaro,- Campo Grande / Rio de Janeiro (28/10/22) https://t.co/oMajmo3Paz
bolsonaro,Compartilhe e restabeleça a verdade! https://t.co/DHvtn2ctXH
bolsonaro,"- Enquanto todo o mundo atravessa uma crise econômica histórica diante de reflexos da pandemia e a guerra entre Ucrânia e Rússia, o Governo Brasileiro demonstra seriedade e compromisso com seu povo!"
bolsonaro,"- Puxada pela redução de ICMS dos combustíveis que derivam ao barateamento do preço dos alimentos.

- Vale lembrar que todo os parlamentares do PT no Senado votaram contra e lula se colocou contra esta redução de impostos que beneficia a todos, principalmente aos mais humildes. https://t.co/ix75LLfmia"
bolsonaro,"- Uberlândia/MG, 26 Out 22
- com @RomeuZema https://t.co/HD4hcq7RpB"
bolsonaro,- AINDA HÁ MUITO O QUE FAZER DIANTE DESSA HERANÇA MALDITA DEIXADA POR GOVERNOS ANTERIORES!
bolsonaro,"- Incrementos na política de Segurança Pública, como agilização na venda de bens apreendidos do tráfico, são um dos principais fatores para equipamento e investimento. Jamais podemos esquecer a resiliência dos bravos guerreiros das Forças Estaduais e Municipais de Segurança."
bolsonaro,"- NOVO RECORDE: O Brasil apresentou redução nos crimes violentos letais nos primeiros 6 meses do ano, em comparação com o mesmo período do ano passado. Até o fim de 2022, mais de  R$ 3 bilhões serão investidos em equipamentos e tecnologias para o combate ao crime. https://t.co/4uKrEYDFy7"
bolsonaro,- BARREIRAS / BAHIA (25OUT22) https://t.co/oMayDChQqU
bolsonaro,- BAHIA 25/10/2022 https://t.co/fF8lfpXrPC
bolsonaro,"- Conversei, na última quinta-feira, com o jornalista e escritor americano @benshapiro , dono de um dos maiores podcasts dos EUA. Mostramos a verdade sobre o Brasil e sobre o que está em jogo nestas eleições. Assistam, com legenda em português, no YouTube: https://t.co/hwTlCIqfg8 https://t.co/y1rrXwQB4M"
bolsonaro,"- Assentamento Nova Jerusalém.
- Samambaia/DF, 24/outubro/22. https://t.co/YxHEBUpML1"
bolsonaro,"- Antes, o documento só era obtido presencialmente, nas unidades físicas do Incra ou naquelas mantidas em parceria com as prefeituras.

- Emprego, renda, dignidade e liberdade para o povo trabalhador Brasileiro."
bolsonaro,"- Com o CCU, os assentados têm a garantia de permanecer e explorar o lote, podendo acessar o Crédito Instalação para investimento em atividades produtivas e construção ou reforma de habitações, além dos programas governamentais de apoio à agricultura familiar."
bolsonaro,"- O Contrato de Concessão de Uso (CCU), documento de titulação expedido pelo instituto, já pode ser obtido na Plataforma de Governança Territorial (PGT)."
bolsonaro,"- Ferramenta Inovadora: O agricultor da reforma agrária já pode emitir contrato de concessão do lote pela internet. 

- Desburocratizações e digitalizações recordes, meio ambiente, recordes de entrega de títulos de propriedade e inclusão."
bolsonaro,- Diário Oficial da União de hoje (24) publica decreto que regulamenta o Programa de Desenvolvimento Ferroviário.
bolsonaro,"- NOVO DECRETO: Multiplicação de empregos pelo Brasil, sem mencionar os recordes já alcançados junto à iniciativa privada, desenvolvimento do modal e dos locais que o empreendimento cruzar por todo país e barateamento do valor final no preço de alimentos e produtos ao consumidor. https://t.co/a4MGfdJ5mr"
bolsonaro,- Considerações finais / Sabatina Rede Record (23/10/2022) https://t.co/jHtioo3P76
bolsonaro,- Hoje vamos conversar com um abortista cristão: https://t.co/LCd3tQrpm6
bolsonaro,"- No Brasil que estamos construindo não há divisão entre essa ou aquela cor, esse ou aquele sexo, essa ou aquela classe, existem brasileiros que amam e querem o melhor para o seu país. Sempre trabalharemos pelo bem estar, pela segurança e pela liberdade de TODOS OS BRASILEIROS! https://t.co/Ttd9s9FOG2"
bolsonaro,- Prisão do criminoso Roberto Jefferson. https://t.co/kWYq4GqRNp
bolsonaro,- Conversa com @gusttavo_lima . https://t.co/vwi9V6rZrS
bolsonaro,- Determinei a ida do Ministro da Justiça ao Rio de Janeiro para acompanhar o andamento deste lamentável episódio.
bolsonaro,"- Repudio as falas do Sr. Roberto Jefferson contra a Ministra Carmen Lúcia e sua ação armada contra agentes da PF, bem como a existência de inquéritos sem nenhum respaldo na Constituição e sem a atuação do MP."
bolsonaro,- Jair Bolsonaro e as obras no Paraná. https://t.co/6YnMyUBuAA
bolsonaro,- @neymarjr 👍🏻🇧🇷! https://t.co/nu2RWJHC5M
bolsonaro,"- Bate-papo com @neymarjr , posicionamento de muitas outras personalidades e amigos. 👍🏻🇧🇷. https://t.co/sbfoCVAR9r"
bolsonaro,- 2️⃣2️⃣✅ 🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/DnDDAqm89p
bolsonaro,-Mensagem do Governador Mineiro @RomeuZema aos Brasileiros: https://t.co/ZuXvPyHt6U
bolsonaro,"- Com a criação da Secretaria de Alfabetização, o uso do Graphogame, aplicativo referência mundial.
 
- Alfabetização em 6 meses.
- No passado levava-se 3 anos.
- Uso também para adultos.
- No exemplo, a satisfação de um pai com filho autista aprendendo a ler e escrever em casa. https://t.co/AhQd9liQx2"
bolsonaro,"- Fake News se combate com a verdade! Quando um veículo realiza um trabalho sério, com um jornalismo de qualidade, ele ganha credibilidade perante o público. Logo, cada vez mais, a mentira perde espaço. É assim que se constrói um ambiente saudável e ao mesmo tempo livre! https://t.co/jeXMpXJtkl"
bolsonaro,"- Apesar da pandemia e da guerra, colocamos a economia nos trilhos. Estamos arrecadando mais, mesmo com menos impostos, o que nos permite garantir, a partir de 2023, um reajuste acima da inflação para servidores, aposentados e pensionistas, e um aumento real do salário mínimo. https://t.co/lEOwbpyZsK"
bolsonaro,"- Felipeh, você pode ter sido o primeiro, mas não foi o único kkkkkkkkkkk. Satisfação falar contigo, forte abraço! https://t.co/aM0pr7jpAv https://t.co/2OT562uPy8"
bolsonaro,"- MARCO DO SANEAMENTO BÁSICO: saúde à população, real proteção ao meio ambiente, empregos e muito mais. https://t.co/DtsQ6fKWmj"
bolsonaro,"- ""Não tenhas medo, porque eu estou contigo"" Isaías 41:10

- A força de vontade dos que querem destruir a liberdade em nosso país é grande, mas jamais será maior do que a determinação e a coragem daqueles que estão dispostos a protegê-la de todo o mal!

- Bom dia a todos! 🇧🇷"
bolsonaro,https://t.co/9itGXrqkrQ
bolsonaro,- Thank you!  🇧🇷⚽🤝🏈🇺🇸 Kkkkkkkkkkkk. 👍. https://t.co/2pSv89OGq9
bolsonaro,"- Quem precisa mentir quando seu adversário defende aborto, drogas, ladrões de celular, foi preso por assaltar o povo, é querido por facções, é amigo de ditadores que perseguem cristãos e foi o responsável pelo maior esquema de corrupção da história? Contra o PT basta a verdade! https://t.co/caYNHnqgOE"
bolsonaro,"- Muito obrigado a todos por mais uma audiência histórica! Apesar da agenda apertada, pudemos responder todas as perguntas com paciência e humildade. É assim que seguiremos trabalhando pelo futuro do nosso Brasil! 🇧🇷 https://t.co/plpfKmENm6"
bolsonaro,https://t.co/HiV0M95xLt
bolsonaro,- Tudo pronto. Compartilhe com os amigos e acompanhe ao vivo: https://t.co/FmtOazYQZR https://t.co/RnnWGFSZt5
bolsonaro,- É daqui a pouco! LINK: https://t.co/FmtOazHNXR https://t.co/nuAHpouRc2
bolsonaro,"- Hoje, por volta das 18h, participarei do podcast Inteligência Ltda com o @RogerioVilela 

- Se possível, peço que nos acompanhe!"
bolsonaro,"- O resultado é fruto de 4 anos de trabalho do Ministério da Ciência, Tecnologia e Inovações, mais de 70 atores públicos e privados em colaboração de identificação de empreendedores brasileiros e nas soluções para facilitar o nascimento e o crescimento de mais startups no Brasil."
bolsonaro,"- O Marco Legal das Startups, trouxe importantes mudanças e novas regras para este tipo de empresa, tem como objetivo aprimorar o empreendedorismo inovador no Brasil e alavancar a modernização do ambiente de negócios.

- Empregos, desenvolvimento desburocratizações e tecnologia! https://t.co/NH2PwxkqME"
bolsonaro,- Podcast @InteligenciaLta / quinta-feira. 20/10/2022! Compartilhe em sua timeline! 👍🏻🇧🇷! https://t.co/d5KRB1x4HQ https://t.co/l6WhmCYeHW
bolsonaro,"- Atualizando: Lula já diz que é contra o aborto, as drogas e a ideologia de gênero. Estamos virando mais um voto! Mais um pouco e ele vai sapecar o 22 na urna pela liberdade da nação. A esquerda vive de falar mal de nossas bandeiras, mas em época de eleição se apaixona por elas. https://t.co/Znvt5nvqYL"
bolsonaro,"- As estruturas são voltadas para reduzir o sedentarismo (saúde), afastar das drogas, inclusão social por meio do esporte e incentivar a prática de atividades físicas da base ao alto rendimento e na vertente de lazer."
bolsonaro,"- Com mais de 500 entregas neste ano, país soma 4,5 mil obras esportivas concluídas.

- A menos de três meses para encerrar o ano, meta de 2022 foi superada. Do total de estruturas finalizadas, 4.317, ou 96%, eram construções paralisadas ou não iniciadas. https://t.co/tPTnoPT7Kr"
bolsonaro,"- Crescimento para a economia dos municípios por onde a ferrovia passa. Além disso, o empreendimento será um importante corredor de escoamento de grãos do oeste baiano e vetor de desenvolvimento para a região."
bolsonaro,"- As obras da FIOL II já alcançaram 210 km de grade montada! 

- A 2ª etapa da Ferrovia de Integração Oeste-Leste, que conectará as cidades de Caetité/BA a Barreiras/BA, chega, portanto, a 58% de avanço físico.

- São mais de 2100 pessoas trabalhando nas obras da FIOL. https://t.co/CI2y8u3MY6"
bolsonaro,"- Montes Claros/MG, 18 Out 22 https://t.co/TwNQCHX6q1"
bolsonaro,"-  Verdades sobre o petrolão, o maior esquema de corrupção da história. https://t.co/ZDFl8nPpZw"
bolsonaro,"- Pelas ruas de São Gonçalo/RJ, 18/outubro/2022. https://t.co/TzmA67yD1x"
bolsonaro,"- São Gonçalo/RJ, 18/outubro/2022. https://t.co/fl4Ff6qJz5"
bolsonaro,"- RECORDES: Nova ação diária da PRF em MT causa prejuízo de R$ 61 milhões para o tráfico de drogas: 341 kg de cocaína.

- A droga apreendida foi encaminhada à Polícia Judiciária para incineração, vidas e famílias salvas."
bolsonaro,"- Fazer demagogia em prol da própria imagem e fechar os olhos para esta realidade é condenar a maioria absoluta das pessoas de bem que moram nessas regiões a viverem reféns do medo, das ameaças, dos abusos e da crueldade de criminosos. É condená-las a viver sem nenhuma liberdade!"
bolsonaro,"- Todos sabem que em áreas dominadas pelo tráfico só entra em paz quem é amigo dos bandidos. Ao afirmar que visitou uma comunidade controlada por uma das maiores facções sem nenhuma proteção, coisa que nem a polícia consegue, Lula mostra mais uma vez que é o candidato do crime."
bolsonaro,"- Declaração à nação - 17OUT22
. Com @gusttavo_lima e @LeonardoCantor_ . https://t.co/2PhCgLXuzM"
bolsonaro,https://t.co/zxoKs4XezC
bolsonaro,"- Entendo o Lula tentar fugir. A verdade incomoda, mas precisa ser dita! Quem é amigo do crime e de ditadores socialistas, é inimigo do povo! https://t.co/mbklv23i3v"
bolsonaro,- Kkkkkkkk. 👍! https://t.co/dWK4x4UkQa
bolsonaro,https://t.co/ovDCyZlJS5
bolsonaro,- Obrigado a todos pela audiência! 2️⃣2️⃣✅ 🇧🇷 https://t.co/FmHYQ0gQs2
bolsonaro,"- Hoje, às 20h, na Band. Um forte abraço! https://t.co/WYR8NwnbEy"
bolsonaro,Meninas venezuelanas: compartilhe e restabeleça a verdade! https://t.co/b3uaVozyV0
bolsonaro,https://t.co/o0W7bqDAxP
bolsonaro,"- Foram eles que tentaram assassinar o candidato que liderava a corrida presidencial em 2018, foram eles que invadiram igrejas, são eles que promovem festas satânicas e ""performances"" como a realizada durante a visita do Papa, quando intrudizam objetos sagrados em seus orifícios. https://t.co/KOhz8FE89n"
bolsonaro,"- Só que isso não cola. São eles que defendem que criança toque em homem pelado em museu e aprenda sexo nas escolas, são eles que apoiam liberação do aborto até o 6° mês de gestação, são eles que têm o apoio do narcotráfico, foram eles que mataram cinegrafista num ato violento. https://t.co/z27uUyzUPP"
bolsonaro,"- Usem a razão! Eles já estão na fase de tentar associar a nós aquilo que sempre promoveram: sexualização de crianças, aborto, drogas, ataques à religião e todo tipo de degeneração. E por que estão abandonando as próprias pautas? Pra tirar peso do navio deles, que está afundando."
bolsonaro,- Mantenham o foco e continuem empenhados em esclarecer a verdade sobre os valores que defendemos àquelas pessoas que estão dispostas a ouvir e entender! É natural que a gritaria do lado de lá aumente e que os ataques se tornem ainda mais baixos. Estão ficando sem alternativas.
bolsonaro,- Live: últimos fatos. https://t.co/gPDbLd2N5M
bolsonaro,"- Jamais esqueceremos da Professora Heley de Abreu, símbolo da doação e do sacrifício no serviço às gerações futuras. https://t.co/OuNDpnm1la"
bolsonaro,"- Sabemos que a situação não é fácil e por isso demos o maior aumento da história para quem tanto batalha pela educação do nosso maior patrimônio, os nossos filhos. Que neste dia Deus abençoe nossos mestres e os ilumine com a certeza de que cumprem integralmente sua vocação!"
bolsonaro,"- Neste dia dos professores, que todos os mestres tenham o sentimento de dever cumprido, que em condições precárias ou confortáveis, em locais próximos ou distantes, saibam que cumprem uma missão civilizadora. Os professores são a imagem da sabedoria que queremos um dia possuir."
bolsonaro,- Fortaleza/CE (15OUT22) https://t.co/f5WFMSgwXz
bolsonaro,"- Fortaleza/Ceará, 15/out/2022. https://t.co/3g2rhbrw38"
bolsonaro,"- Fortaleza/CE, 15/outubro/22. https://t.co/T7asZYsm6p"
bolsonaro,- Palavras da Senadora Ministra @TerezaCrisMS https://t.co/nh6xgH02ae
bolsonaro,"- Com deflações seguidas jamais vistas anteriormente, o Brasil caminha no rumo certo enquanto a inflação no mundo dispara. 

- Nosso País alcança resultados com condutas sóbrias e honestas em proteção do povo Brasileiro, sem falácias ou mentiras sedutoras."
bolsonaro,"- Parlamentares do PT votaram contra a redução de ICMS dos combustíveis que hoje barateiam o preço dos alimentos. 

- E graças ao agronegócio que não parou durante a pandemia, mesmo massacrado pela esquerda, os alimentos ganham notória queda de preço nas prateleiras do mercado. https://t.co/VYC7023y3V"
bolsonaro,- Belo Horizonte / MG (14/10/22) https://t.co/BWsKDSdaks
bolsonaro,- Duque de Caxias / RJ (14/10/22) https://t.co/l7LDlaN3et
bolsonaro,- Respeito com o contribuinte! Capitão @tarcisiogdf https://t.co/NABpS7PxKJ
